n,m,xi,b,b_direct,b_discrepancy,source_peak,source_bound,source_ratio,y_over_m,H_ratio,lower_clock_ratio,upper_clock_ratio,moment_error
40,14,0.0006330661843624754,0.9856097188978756,0.9856097188978561,1.9539925233402755e-14,7.940488829984808,7484.192611597685,0.001060967995088747,0.0017972652819616222,1.4493722342053097,5.5265933877406335,0.0034964858815241555,3.885780586188048e-16
40,14,0.000637138230975552,0.9855182454748374,0.9855182454748332,4.107825191113079e-15,7.939206910487724,7419.422492818382,0.0010700572609488766,0.0018087519802597947,1.4493070438297406,5.526308278645684,0.0035187803310065694,4.163336342344337e-16
40,14,0.0006412364700532211,0.9854261975476087,0.9854261975475938,1.4988010832439613e-14,7.9379169970777905,7355.2282591301055,0.0010792210271957758,0.0018203116199730102,1.4492414407562273,5.526021377521886,0.0035412156849152798,3.3306690738754696e-16
40,14,0.0006453610700722395,0.9853335715966027,0.9853335715965841,1.865174681370263e-14,7.936619041519941,7291.604680404872,0.0010884598643764178,0.001831944658253319,1.449175422414499,5.525732673373228,0.0035637928178748226,6.661338147750939e-16
40,14,0.0006495122005930483,0.9852403640817989,0.9852403640817782,2.0761170560490427e-14,7.935312995308811,7228.546574771666,0.0010977743469211126,0.001843651555041077,1.4491089862188187,5.525442155139665,0.0035865126097367546,3.885780586188048e-16
40,14,0.0006536900322667465,0.98514657144264,0.9851465714426224,1.7541523789077473e-14,7.933998809667709,7166.048808166039,0.0011071650531638238,0.0018554327730810184,1.4490421295678926,5.525149811696751,0.00360937594560831,4.163336342344337e-16
40,14,0.0006578947368421052,0.9850521900979251,0.9850521900979139,1.1213252548714081e-14,7.932676435546827,7104.106293883999,0.0011166325653623951,0.0018672887779383328,1.4489748498447914,5.524855631855327,0.003632383715881215,7.216449660063518e-16
40,19,0.000625,0.9061770546486513,0.9061770546486576,6.328271240363392e-15,93.19118594032425,8400.92258879772,0.011092970439293274,0.005967751719535876,1.4546095219845652,18.083989760698362,0.01129543395421509,1.3877787807814457e-16
40,19,0.0006290201628139971,0.9056279148678733,0.9056279148678756,2.3314683517128287e-15,93.10681738061032,8329.96180721523,0.0111773402490229,0.00600442347572662,1.4543982167337195,18.075642617345068,0.011362796234192764,1.6653345369377348e-16
40,19,0.0006330661843624754,0.9050758897910156,0.9050758897910169,1.3322676295501878e-15,93.02200947994083,8259.619620394205,0.011262263125320677,0.006041310356746068,1.4541856825860375,18.067250813880214,0.011430529253123458,2.7755575615628914e-17
